rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
264,California,P12,29-Mar,96.44603873,325,104.2321275,167,0.290527706,264,3,29,2,18,18-Feb,0.692030165,0.557013292,0.760031225,0.692030165,0.557013292,0.760031225,0.725150202,0.827528168,108.4096831,99.46160594,108.4096831,99.46160594,98.19064956,103.7577088,96.1850098,104.5139695,0.27787176,10,-0.099410246,1164,1459,1302.6125,0.893588845,1.120056809,0,0.1,-16.58033959,335,349
265,North Dakota,Sum,13-20,103.3723916,202,111.7560229,321,0.289714225,265,13,20,6,12,12-Jun,0.403597928,0.445246405,0.35965163,0.403597928,0.445246405,0.35965163,0.882510034,0.843285123,103.9643059,106.549354,103.9643059,106.549354,101.0607427,110.8038535,97.32295185,105.506734,0.283227262,3,-0.034905414,1292,1347,1233.9625,1.047033439,1.091605296,0,0.333333333,-14.13809748,293,253
266,Fairfield,MAAC,13-18,98.23459287,300,106.2324656,208,0.289025751,266,13,18,9,11,11-Sep,0.379409146,0.418623059,0.368370937,0.379409146,0.418623059,0.368370937,0.897783723,0.852560843,101.4345555,105.6100701,101.4345555,105.6100701,97.4018127,103.912735,103.8420451,95.01041655,0.735395222,2,-0.022398148,1307,1309,1312.675,0.995676767,0.997200373,0,0.45,-13.0329033,275,217
267,Miami OH,MAC,20-Dec,102.6336511,216,111.1641898,312,0.285327251,267,12,20,6,12,12-Jun,0.410887108,0.370620588,0.42176765,0.410887108,0.370620588,0.42176765,0.884061582,0.88228854,105.2551975,107.4551944,105.2551975,107.4551944,100.7000461,107.6306619,134.4676797,154.6575992,0.166764691,2,-0.067536382,1288,1323,1231.475,1.045900242,1.074321444,0,0.333333333,-14.16116074,294,316
268,Lafayette,Pat,23-Nov,94.70239038,341,102.6377713,134,0.283865432,268,11,23,7,11,11-Jul,0.410881429,0.547626079,0.311398177,0.410881429,0.547626079,0.311398177,0.879474753,0.800437107,103.2053523,106.9191912,103.2053523,106.9191912,90.66464155,101.8110996,94.39431893,94.60930475,0.493459922,2,-0.07313679,1100,1131,1164.475,0.944631701,0.97125314,0,0.388888889,-16.57995936,334,326
269,Nicholls St.,Slnd,16-15,98.9988751,289,107.4575208,240,0.280324621,269,16,15,11,7,7-Nov,0.341110461,0.512272001,0.236207002,0.341110461,0.512272001,0.236207002,0.872141456,0.733494759,104.0146292,108.6221851,104.0146292,108.6221851,98.73836885,107.8321099,99.24240736,95.74820655,0.601615393,4,0.004659067,1349,1296,1260.3625,1.070326989,1.028275595,0,0.611111111,-9.400709108,199,161
270,Bowling Green,MAC,20-Nov,103.2696556,203,112.131735,326,0.279527971,270,11,20,5,13,13-May,0.390831663,0.314206238,0.446172247,0.390831663,0.314206238,0.446172247,0.903291086,0.931807236,104.4024147,107.992324,104.4024147,107.992324,104.6332076,112.5112444,0,0,0,0,-0.076065614,1369,1467,1280.2875,1.069291077,1.145836384,0,0.277777778,-15.08362852,306,329
271,Prairie View A&M,SWAC,13-19,93.77516037,345,101.8462184,117,0.278988187,271,13,19,9,9,9-Sep,0.346524981,0.506911671,0.237707368,0.346524981,0.506911671,0.237707368,0.885798229,0.778798214,100.4972398,105.8077014,100.4972398,105.8077014,90.95830397,100.8335964,93.48719229,99.20366538,0.335696656,4,-0.067221318,1196,1167,1270,0.941732283,0.918897638,0,0.5,-13.62384533,287,315
272,UTSA,CUSA,22-Oct,101.7685433,232,110.5524177,300,0.27846865,272,10,22,4,16,16-Apr,0.495495226,0.336560779,0.588998783,0.495495226,0.336560779,0.588998783,0.843102041,0.889893431,104.9733815,103.634118,104.9733815,103.634118,101.8441538,110.6011051,105.8180216,112.4052788,0.333035955,5,-0.03933679,1371,1597,1395.7875,0.982241208,1.144156972,0,0.2,-14.42120295,299,266
273,Maryland Eastern Shore,MEAC,18-13,92.86881769,351,100.8931588,101,0.27827122,273,18,13,9,5,5-Sep,0.343605945,0.421780658,0.26672043,0.343605945,0.421780658,0.26672043,0.886176131,0.818168059,101.4100439,106.047445,101.4100439,106.047445,91.0106748,98.84035905,90.5559333,109.6759763,0.099484066,3,0.082324645,983,924,1012.9125,0.970468821,0.912220947,0,0.642857143,-7.746560591,171,31
274,Louisville,ACC,28-Apr,101.3133612,243,110.1737299,292,0.276045647,274,4,28,2,18,18-Feb,0.647435481,0.5669422,0.698882313,0.647435481,0.5669422,0.698882313,0.762820587,0.794305062,108.5501966,101.8654305,108.5501966,101.8654305,101.004847,109.2017069,123.4097186,128.5380194,0.385037405,9,-0.093634433,1293,1535,1325.55,0.975444155,1.158009883,0,0.1,-17.008442,339,346
275,Denver,Sum,15-17,100.3877488,266,109.2761814,279,0.273757723,275,15,17,6,12,12-Jun,0.319044373,0.262643871,0.361407522,0.319044373,0.262643871,0.361407522,0.912653737,0.905298787,102.5412715,109.1531504,102.5412715,109.1531504,98.56839501,109.1060088,101.8980289,112.2023191,0.24827991,2,-0.024767789,1260,1372,1251.6625,1.006661141,1.096142131,0,0.333333333,-12.73599109,272,225
276,Tennessee St.,OVC,18-14,100.6902505,255,109.6158909,287,0.273540344,276,18,14,10,8,8-Oct,0.242702974,0.22108101,0.255525446,0.242702974,0.22108101,0.255525446,0.951804191,0.9453646,99.86160343,109.5019181,99.86160343,109.5019181,100.2119908,107.9035685,0,0,0,0,-0.02268179,1373,1348,1305.1,1.052026665,1.032871044,0,0.555555556,-11.3445208,243,220
277,Oakland,Horz,13-19,102.5212892,220,111.7139168,320,0.271403319,277,13,19,11,9,9-Nov,0.436394776,0.564341158,0.358056777,0.436394776,0.564341158,0.358056777,0.87257023,0.779976372,104.1529081,106.7013509,104.1529081,106.7013509,101.0914585,108.6931435,93.41743515,97.10983825,0.390361256,2,0.020997508,1477,1481,1400.9375,1.054294,1.05714923,0,0.55,-12.67069575,268,138
278,Marist,MAAC,13-20,97.56719333,312,106.3240206,213,0.271223449,278,13,20,6,14,14-Jun,0.349332604,0.273947443,0.370134376,0.349332604,0.273947443,0.370134376,0.924061409,0.955157037,100.3449852,106.4187746,100.3449852,106.4187746,98.26058508,110.3493993,111.0094636,121.1870078,0.267219988,1,-0.050941209,1290,1390,1297.3125,0.994363347,1.071445777,0,0.3,-15.79546665,323,290
279,Tennessee Martin,OVC,19-14,101.183334,246,110.3229851,296,0.270024227,279,19,14,10,8,8-Oct,0.274144801,0.297100654,0.255912822,0.274144801,0.297100654,0.255912822,0.93804366,0.910121764,100.9327866,108.9622687,100.9327866,108.9622687,99.62294027,108.9248897,0,0,0,0,0.03459197,1410,1379,1338.9375,1.053073799,1.029921113,0,0.555555556,-10.56497144,231,109
280,Tennessee Tech,OVC,16-17,101.0883147,248,110.2274177,294,0.26985902,280,16,17,11,7,7-Nov,0.314932214,0.40176895,0.255931027,0.314932214,0.40176895,0.255931027,0.913059282,0.846466011,101.1955673,107.6400831,101.1955673,107.6400831,99.48696231,108.5020813,83.93857133,98.43267696,0.138023109,1,-0.019258257,1331,1311,1267.6625,1.049964009,1.034186939,0,0.611111111,-12.59308,265,211
281,Southern Indiana,OVC,16-16,102.5378434,219,111.9644093,323,0.266703067,281,16,16,9,9,9-Sep,0.296720615,0.351835375,0.25627887,0.296720615,0.351835375,0.25627887,0.932906836,0.899320261,101.2282124,108.6409421,101.2282124,108.6409421,104.0326682,113.0963192,108.2210437,107.0335879,0.531677808,1,-0.00340972,1405,1383,1288.225,1.090647985,1.073570223,0,0.5,-12.40829234,261,174
282,Texas Southern,SWAC,14-20,96.38233006,327,105.2781751,191,0.265952243,282,14.57018657,20.42981343,7,11,11-Jul,0.380182022,0.585456475,0.239143441,0.375448928,0.585456475,0.239143441,0.862104779,0.702227858,100.8835628,104.5782345,101.0358357,105.0019792,96.07353914,107.675554,88.7611547,99.8011,0.206173622,4,-0.039226058,1285,1307,1316.7,0.97592466,0.992633098,0,0.388888889,-13.2700679,282,265
283,Illinois Chicago,MVC,20-Dec,98.48396972,296,107.5955373,248,0.265498689,283,12,20,4,16,16-Apr,0.430428022,0.2831575,0.505327369,0.430428022,0.2831575,0.505327369,0.874971869,0.91592117,102.1052568,104.621445,102.1052568,104.621445,95.34559625,106.3516222,93.78790024,113.3950535,0.101270945,2,-0.01795915,1304,1478,1393.4375,0.935815205,1.060686253,0,0.2,-13.80311819,289,207
284,New Hampshire,AE,15-15,97.0324592,319,106.0873593,203,0.263860424,284,15,15,9,7,7-Sep,0.352670541,0.324529511,0.354522584,0.352670541,0.324529511,0.354522584,0.909814087,0.906052026,101.8675659,107.3850609,101.8675659,107.3850609,97.11610986,105.4680789,0,0,0,0,0.03974788,1056,1095,1055.525,1.000450013,1.037398451,0,0.5625,-10.5742553,232,95
285,Valparaiso,MVC,21-Nov,97.8970211,305,107.0806818,230,0.262858435,285,11,21,5,15,15-May,0.446798306,0.371215664,0.490865702,0.446798306,0.371215664,0.490865702,0.871434117,0.890813265,103.947722,105.8307707,103.947722,105.8307707,99.89381132,106.2883761,103.9622003,93.79879365,0.765498786,1,-0.028517601,1378,1466,1384.1875,0.995529869,1.059105071,0,0.25,-14.53172544,301,238
286,Lehigh,Pat,16-14,97.37092476,316,106.6877724,222,0.259060496,286,16,14,11,7,7-Nov,0.328190255,0.360380171,0.314131112,0.328190255,0.360380171,0.314131112,0.916452874,0.87845422,100.8880549,107.0827304,100.8880549,107.0827304,98.8387835,104.0359868,0,0,0,0,0.05924672,1247,1217,1222.3,1.020207805,0.995663912,0,0.611111111,-9.944309932,213,58
287,Arkansas St.,SB,13-20,99.41806281,282,109.1520646,275,0.2546063,287,13,20,4,14,14-Apr,0.406067589,0.23474326,0.531394987,0.406067589,0.23474326,0.531394987,0.894078009,0.944088726,102.7181079,105.4052624,102.7181079,105.4052624,97.94255528,108.5684454,0,0,0,0,-0.021339076,1128,1264,1164.5625,0.96860409,1.085386143,0,0.222222222,-14.31480511,296,216
288,Maine,AE,13-17,98.21344313,303,107.8447258,250,0.254298289,288,13,17,7,9,9-Jul,0.390462676,0.410699317,0.355709614,0.390462676,0.410699317,0.355709614,0.889105008,0.862804632,102.3828966,106.0407165,102.3828966,106.0407165,96.68319891,106.1583582,96.08486179,121.1379232,0.065099285,1,0.025919522,1083,1116,1080.2,1.002592113,1.033142011,0,0.4375,-11.70515696,250,128
289,Merrimack,NEC,18-16,90.68700189,360,99.60209808,78,0.253819205,289,18,16,12,4,4-Dec,0.278281232,0.454470779,0.14632725,0.278281232,0.454470779,0.14632725,0.920009191,0.843826042,99.30295926,109.815536,99.30295926,109.815536,91.92272751,96.06742119,91.77107325,97.38859792,0.335539004,1,-0.025556338,1049,938,1063.625,0.986249853,0.881889764,0,0.75,-11.74834514,251,229
290,Illinois St.,MVC,21-Nov,99.73135822,277,109.5462097,283,0.253607727,290,11,21,6,14,14-Jun,0.422190899,0.322757931,0.477260191,0.422190899,0.322757931,0.477260191,0.894162497,0.94438177,102.6691603,105.9868243,102.6691603,105.9868243,99.82646798,108.3813236,89.26633795,105.6781,0.125549891,1,-0.026886714,1337,1424,1341.8,0.996422716,1.061260993,0,0.3,-15.54725787,318,234
291,American,Pat,17-15,100.492352,261,110.3979451,299,0.253295299,291,17,15,7,11,11-Jul,0.316588321,0.309779855,0.314767511,0.316588321,0.309779855,0.314767511,0.933553707,0.932174392,99.92648727,107.7804812,99.92648727,107.7804812,98.21393413,110.6223589,0,0,0,0,0.082500264,1151,1216,1149.2125,1.001555413,1.058115884,0,0.388888889,-11.32301262,242,30
292,Coastal Carolina,SB,20-Nov,103.7665737,188,114.4416183,345,0.2448833,292,11,20,5,13,13-May,0.427926763,0.323732533,0.507018498,0.427926763,0.323732533,0.507018498,0.891923386,0.910980463,103.9700915,104.9838617,103.9700915,104.9838617,103.3303319,112.7359772,72.03910894,95.02140526,0.039761985,1,-0.009111242,1269,1397,1253.5,1.012365377,1.114479458,0,0.277777778,-14.54343524,302,188
293,Southern,SWAC,15-17,95.46078564,334,105.3204596,193,0.244094707,293,15,17,11,7,7-Nov,0.340840666,0.514334551,0.22245912,0.340840666,0.514334551,0.22245912,0.871611446,0.738393854,100.3599553,105.6968202,100.3599553,105.6968202,96.00447735,104.5319294,89.82017687,98.5647445,0.25570824,4,0.008288765,1284,1220,1290.625,0.994866828,0.94527845,0,0.611111111,-11.26137995,241,153
294,Tulsa,Amer,25-May,99.32726038,283,109.587396,284,0.244073165,294,5,25,1,17,17-Jan,0.60301716,0.439453114,0.695286006,0.60301716,0.439453114,0.695286006,0.778646575,0.869953999,106.7157692,101.9694513,106.7157692,101.9694513,99.41034428,110.9224161,103.5002055,119.4749957,0.161023096,6,-0.060741832,1137,1454,1235.1875,0.92050802,1.177149218,0,0.055555556,-15.42788979,314,304
295,Bucknell,Pat,20-Dec,98.75595753,291,109.094752,273,0.241403874,295,12,20,5,13,13-May,0.316869016,0.318189997,0.316081691,0.316869016,0.318189997,0.316081691,0.924081574,0.906764144,99.71542102,106.8896642,99.71542102,106.8896642,95.698485,107.7362444,86.24393842,114.078172,0.038545873,1,-0.077217174,1168,1258,1208.6,0.966407414,1.040873738,0,0.277777778,-16.03034396,327,331
296,Georgia St.,SB,21-Oct,97.36361098,317,107.5790452,247,0.2409655,296,10,21,3,15,15-Mar,0.439607842,0.320187749,0.518336716,0.439607842,0.320187749,0.518336716,0.886730417,0.914758215,103.5975923,103.9703522,103.5975923,103.9703522,95.41327977,107.0091715,107.0819816,95.44060003,0.789770497,1,-0.040787459,1161,1308,1227.075,0.946152436,1.065949514,0,0.166666667,-15.44678766,315,271
297,Cal St. Bakersfield,BW,22-Nov,94.8527339,338,104.8469977,180,0.24011832,297,11,22,6,14,14-Jun,0.460771246,0.405854515,0.49286437,0.460771246,0.405854515,0.49286437,0.877997063,0.881636768,103.3150689,103.7730732,103.3150689,103.7730732,96.32811446,106.0862558,78.6526008,109.2198345,0.022407377,1,0.009531941,1236,1362,1298.3375,0.951986675,1.049033861,0,0.3,-15.49625903,316,150
298,Cal Poly,BW,25-Aug,93.61433295,346,103.499877,152,0.239677282,298,8,25,1,18,18-Jan,0.477304365,0.430571279,0.495446495,0.477304365,0.430571279,0.495446495,0.869248418,0.861764158,104.1330042,103.9085382,104.1330042,103.9085382,91.77619138,103.99245,0,0,0,0,-0.082016418,1103,1267,1225.8625,0.899774648,1.033558005,0,0.052631579,-18.09938641,347,338
299,South Dakota,Sum,19-Dec,102.2583965,222,113.207052,338,0.236904001,299,12,19,7,11,11-Jul,0.401086911,0.455236515,0.365476241,0.401086911,0.455236515,0.365476241,0.88694458,0.841538195,103.2085337,106.5656567,103.2085337,106.5656567,101.7696813,111.809281,83.35959018,123.5395507,0.010728411,2,-0.005784368,1256,1328,1198.875,1.047648837,1.10770514,0,0.388888889,-13.49632822,283,180
300,Charleston Southern,BSth,21-Oct,104.4667994,170,115.6955945,353,0.236119684,300,10,21,5,13,13-May,0.386786708,0.419037374,0.370406717,0.386786708,0.419037374,0.370406717,0.898953189,0.848534881,102.7535074,106.4514342,102.7535074,106.4514342,105.4948942,116.4101242,83.48125799,109.6132752,0.041811708,1,-0.068124942,1276,1338,1182.1375,1.079400662,1.13184803,0,0.277777778,-15.95360894,325,318
301,Western Illinois,Sum,16-14,100.9988438,252,111.8922905,322,0.235426761,301,16,14,9,9,9-Sep,0.341624614,0.291819474,0.365639747,0.341624614,0.291819474,0.365639747,0.915403661,0.916777068,103.4388627,108.3697267,103.4388627,108.3697267,100.4032214,111.3967536,81.11817678,104.2080871,0.053123426,2,0.096082419,1277,1310,1209.1,1.056157473,1.0834505,0,0.5,-9.88521638,212,18
302,Boston University,Pat,15-17,96.52918894,324,107.1799108,234,0.230830263,302,15,17,8,10,10-Aug,0.345567933,0.378471355,0.317252028,0.345567933,0.378471355,0.317252028,0.907436813,0.868930313,100.8967593,106.7820173,100.8967593,106.7820173,96.01577263,108.621684,93.73707534,104.5850253,0.221089981,1,0.058913893,1177,1214,1179.075,0.998240146,1.029620677,0,0.444444444,-12.37726604,260,59
303,Chicago St.,ind,20-Nov,101.9218023,229,113.1835264,337,0.23054176,303,11,20,2,0,Feb-00,0.412831543,0.438305575,0.043458092,0.412831543,0.438305575,0.043458092,0.835468629,0.824514641,104.6645142,106.1333247,104.6645142,106.1333247,95.4614238,100.4496327,99.05758975,107.0998481,0.289525047,3,-0.036020701,137,102,123.1125,1.11280333,0.828510509,0,1,-12.67733527,269,255
304,Binghamton,AE,13-18,98.47056899,297,109.6074306,286,0.225797345,304,13,18,8,8,8-Aug,0.363403626,0.336276343,0.359256682,0.363403626,0.336276343,0.359256682,0.901184478,0.896127252,102.6458561,107.5896827,102.6458561,107.5896827,98.69184928,105.477096,81.58147173,103.524706,0.060688478,1,0.006889136,1106,1119,1084.75,1.019589767,1.031574095,0,0.5,-13.12679186,277,156
305,High Point,BSth,14-17,99.80811062,275,111.0973527,310,0.22577732,305,14,17,6,12,12-Jun,0.358449977,0.348990692,0.371552294,0.358449977,0.348990692,0.371552294,0.917409536,0.90135843,102.7791834,107.690246,102.7791834,107.690246,98.66847299,113.4381085,0,0,0,0,0.047179263,1257,1397,1252.4,1.003672948,1.11545832,0,0.333333333,-12.73431437,271,77
306,Northeastern,CAA,20-Oct,97.54863534,313,108.683292,266,0.223914143,306,10,20,6,12,12-Jun,0.415880797,0.447121905,0.399783876,0.415880797,0.447121905,0.399783876,0.881032416,0.86492522,102.0802172,105.9122466,102.0802172,105.9122466,98.16751568,110.5681071,102.0804665,119.3761617,0.141856102,2,-0.02071286,1183,1307,1197.9125,0.987551261,1.091064665,0,0.333333333,-14.36335789,298,214
307,Idaho,BSky,22-Oct,101.4058562,241,113.1231284,335,0.221408144,307,10,22,4,14,14-Apr,0.3875589,0.30436038,0.44690268,0.3875589,0.30436038,0.44690268,0.91579693,0.938298881,103.615453,107.0314322,103.615453,107.0314322,99.5808105,111.788833,0,0,0,0,-0.04466076,1223,1359,1205.9125,1.014169768,1.126947436,0,0.222222222,-17.41521835,341,280
308,Jackson St.,SWAC,14-19,98.52799874,295,109.9790363,290,0.220215049,308,14,19,12,6,6-Dec,0.402974772,0.662431766,0.218005363,0.402974772,0.662431766,0.218005363,0.851517789,0.687091704,100.5493089,104.4567422,100.5493089,104.4567422,97.07722983,108.4593745,93.04698527,97.40991213,0.371224103,4,0.061380102,1242,1218,1239.1875,1.002269632,0.982902103,0,0.666666667,-11.97356281,255,53
309,Alabama A&M,SWAC,15-18,96.16289556,329,107.5541121,246,0.216287987,309,15,18,10,8,8-Oct,0.299274438,0.424228462,0.21394664,0.299274438,0.424228462,0.21394664,0.921647354,0.85780459,99.33474222,106.7293176,99.33474222,106.7293176,94.5740367,106.7871828,84.33498422,97.2289492,0.16299305,2,-0.026753177,1225,1205,1248.075,0.981511528,0.96548685,0,0.555555556,-13.96614367,292,233
310,Fairleigh Dickinson,NEC,19-15,105.9085708,149,118.5618091,362,0.214523754,310,19.42981343,15.57018657,10,6,6-Oct,0.219342166,0.301586023,0.151221828,0.220673883,0.301586023,0.151221828,0.951813788,0.919944954,96.50560604,109.268594,96.5018704,109.1476722,106.3696178,119.0933619,0,0,0,0,0.004106222,1252,1193,1117.5,1.120357942,1.067561521,0,0.625,-12.21542851,259,162
311,Saint Peter's,MAAC,14-18,96.3068219,328,108.1786474,258,0.208034197,311,14,18,7,13,13-Jul,0.358417561,0.331483895,0.376426544,0.358417561,0.331483895,0.376426544,0.903381507,0.862139392,101.10091,106.4835067,101.10091,106.4835067,94.5122283,108.0835027,86.49987477,112.1921002,0.047843206,3,0.052729936,1197,1310,1252.35,0.95580309,1.046033457,0,0.35,-13.16744647,280,67
312,Elon,CAA,24-Aug,98.2329955,301,110.3591254,297,0.207744807,312,8,24,6,12,12-Jun,0.378941797,0.384603998,0.384803822,0.378941797,0.384603998,0.384803822,0.89782469,0.87662795,101.8810527,105.8279252,101.8810527,105.8279252,98.95361053,107.5268933,98.15262848,101.1257163,0.415039962,3,-0.119642385,1147,1242,1168.3,0.981768381,1.063083112,0,0.333333333,-18.88128852,353,360
313,Eastern Michigan,MAC,23-Aug,100.9994914,251,113.7078724,340,0.203761708,313,8,23,5,13,13-May,0.45612105,0.440502812,0.467400888,0.45612105,0.440502812,0.467400888,0.874425761,0.875346213,105.8004742,106.9715867,105.8004742,106.9715867,98.64978683,112.839127,112.964118,100.9615499,0.784451786,1,-0.028887359,1276,1455,1266.0125,1.007888943,1.149277752,0,0.277777778,-16.78830931,337,241
314,Manhattan,MAAC,18-Dec,96.66691414,323,108.8429658,269,0.203541982,314,12,18,10,10,10-Oct,0.362173386,0.339606346,0.376876051,0.362173386,0.339606346,0.376876051,0.905251531,0.877652193,101.4090949,106.4461243,101.4090949,106.4461243,98.11046801,107.4102203,86.96334568,101.7226322,0.141513521,3,0.026287213,1319,1365,1324.9875,0.995481089,1.030198398,0,0.5,-13.50802656,284,127
315,Texas A&M Commerce,Slnd,13-20,100.4031048,264,113.1628347,336,0.201684602,315,13,20,9,9,9-Sep,0.33899956,0.471659496,0.244906572,0.33899956,0.471659496,0.244906572,0.907654747,0.839328056,101.9911872,108.7140302,101.9911872,108.7140302,100.5116935,113.4152015,123.6394614,124.3069547,0.484525405,1,0.00835528,1321,1327,1223.825,1.079402692,1.084305354,0,0.5,-15.19338717,309,152
316,William & Mary,CAA,13-20,99.58853981,278,112.3584343,329,0.199816732,316,13,20,7,11,11-Jul,0.388905258,0.424991468,0.353315477,0.388905258,0.424991468,0.353315477,0.890027939,0.865321211,102.6377876,106.4456318,102.6377876,106.4456318,98.93386596,112.3331091,87.95685198,106.1067389,0.103642616,2,0.023569093,1193,1283,1187.75,1.004420122,1.080193643,0,0.388888889,-14.31812512,297,133
317,Arkansas Pine Bluff,SWAC,21-Oct,94.79489149,339,107.013009,229,0.198737908,317,10,21,6,12,12-Jun,0.347751634,0.525505878,0.21937357,0.347751634,0.525505878,0.21937357,0.868310486,0.733618341,100.1540422,104.2038649,100.1540422,104.2038649,94.03174126,106.3488893,96.32040548,95.9959964,0.509698185,4,-0.110666052,1241,1257,1287.9625,0.96353737,0.975960092,0,0.333333333,-15.19343407,310,354
318,Wagner,NEC,15-13,93.18393166,350,105.3337081,195,0.196325696,318,15,13,8,8,8-Aug,0.230584277,0.346671942,0.15349818,0.230584277,0.346671942,0.15349818,0.940668733,0.885765693,97.31184131,109.4006198,97.31184131,109.4006198,91.58025332,105.0907557,81.4002114,113.1190168,0.022221554,1,0.012148433,982,959,1002.3125,0.979734364,0.956787429,0,0.5,-10.3135694,227,148
319,Nebraska Omaha,Sum,23-Sep,99.27858166,285,112.3683623,330,0.193987654,319,9,23,4,14,14-Apr,0.447578405,0.584542181,0.370240901,0.447578405,0.584542181,0.370240901,0.842295626,0.718165562,104.4184172,105.5464906,104.4184172,105.5464906,99.34105048,114.8499073,97.31769535,103.0768851,0.340473513,6,-0.022461089,1262,1392,1227.9375,1.027739604,1.133608184,0,0.222222222,-15.67441517,322,219
320,Loyola MD,Pat,13-20,99.0673807,287,112.2167357,327,0.192590163,320,13,20,7,11,11-Jul,0.3361931,0.344330589,0.321499892,0.3361931,0.344330589,0.321499892,0.910548774,0.885582807,101.0532613,106.8998216,101.0532613,106.8998216,99.91741612,113.5814155,86.0940546,109.1579769,0.061249631,2,-0.000952345,1207,1287,1181.275,1.021777317,1.089500751,0,0.388888889,-15.32707182,312,171
321,NJIT,AE,23-Jul,97.78167183,306,111.1107144,311,0.187005742,321,7,23,4,12,12-Apr,0.370791723,0.349578002,0.364108425,0.370791723,0.349578002,0.364108425,0.900616383,0.896778423,102.6810625,107.6056777,102.6810625,107.6056777,99.33531657,110.8551448,100.6430428,115.2164496,0.174340269,1,-0.11196011,1120,1200,1098.725,1.019363353,1.092175021,0,0.25,-18.22438029,348,356
322,Little Rock,OVC,21-Oct,101.3469162,242,115.4646168,352,0.182459988,322,10,21,6,12,12-Jun,0.32298107,0.402403851,0.265620173,0.32298107,0.402403851,0.265620173,0.905147369,0.837241666,101.3637363,107.6739332,101.3637363,107.6739332,100.4568307,113.3049006,100.4900776,103.1673995,0.424975771,2,-0.066432369,1393,1437,1329.9125,1.047437331,1.080522215,0,0.333333333,-16.52084939,333,314
323,Morgan St.,MEAC,14-16,93.25071653,349,106.2419228,209,0.182438801,323,14,16,7,7,7-Jul,0.345074166,0.408420751,0.281974463,0.345074166,0.408420751,0.281974463,0.879369009,0.811432852,101.8456797,106.6304062,101.8456797,106.6304062,92.07833807,105.4854092,93.91180909,95.39025806,0.455211963,3,0.043054922,975,1027,1030.8,0.945867288,0.996313543,0,0.5,-10.7408667,233,87
324,North Carolina A&T,CAA,13-19,97.36105732,318,110.9500757,308,0.182049787,324,13,19,8,10,10-Aug,0.379948095,0.449110022,0.342796302,0.379948095,0.449110022,0.342796302,0.873302994,0.802141684,102.386623,105.477658,102.386623,105.477658,97.55286961,111.0688803,86.34329201,106.2348022,0.084386463,3,0.036099379,1284,1355,1280.275,1.002909531,1.058366367,0,0.444444444,-13.15060592,279,103
325,New Orleans,Slnd,20-Dec,98.30119562,299,112.0742374,325,0.181244152,325,12,20,7,11,11-Jul,0.314279295,0.436261511,0.247184407,0.314279295,0.436261511,0.247184407,0.906195193,0.809723372,102.4270292,109.8807468,102.4270292,109.8807468,99.37308266,111.8039526,96.0014191,111.5665728,0.150847064,2,-0.050889833,1370,1425,1305.7125,1.049235571,1.091358167,0,0.388888889,-15.52016113,317,289
326,UMKC,Sum,21-Nov,94.96705582,337,108.3727083,263,0.17967783,326,12,20,7,11,11-Jul,0.397806627,0.449443282,0.371836763,0.397806627,0.449443282,0.371836763,0.876232163,0.817213761,104.3243147,107.4183772,104.3243147,107.4183772,95.75266161,107.5863063,99.66251776,101.2855764,0.45368933,4,0.001433177,1164,1248,1168.575,0.996084975,1.067967396,0,0.388888889,-15.02919217,304,167
327,Cal St. Northridge,BW,25-Jul,95.02776061,336,108.6931487,267,0.175789817,327,7,25,4,16,16-Apr,0.44556548,0.36654379,0.499299767,0.44556548,0.36654379,0.499299767,0.878989606,0.879555067,103.1306837,104.1681328,103.1306837,104.1681328,94.24157942,109.1628196,88.21778359,83.07759443,0.666052691,1,-0.067714497,1212,1415,1310.4375,0.924881957,1.079792054,0,0.2,-18.8300348,352,317
328,McNeese St.,Slnd,23-Nov,99.03424467,288,113.2999769,339,0.175434246,328,11,23,6,12,12-Jun,0.370839779,0.554062176,0.247833264,0.370839779,0.554062176,0.247833264,0.858604698,0.702561376,103.3159958,108.0009376,103.3159958,108.0009376,99.70061737,113.0465093,87.31816527,104.597191,0.111409981,4,-0.040587488,1314,1360,1242.2875,1.05772617,1.094754636,0,0.333333333,-16.42641139,332,270
329,Central Arkansas,ASun,22-Sep,98.40903438,298,112.5995328,333,0.175215287,329,9,22,4,14,14-Apr,0.437308692,0.438834858,0.43620646,0.437308692,0.438834858,0.43620646,0.864089085,0.829136789,104.6485426,106.3940858,104.6485426,106.3940858,97.89617686,112.5161252,99.37904264,115.9533399,0.145065924,4,0.005075181,1307,1484,1319.1125,0.99081769,1.124998815,0,0.222222222,-15.65601359,320,159
